id	doi	title	author	journaltitle	volume	issue	pubdate	pagerange	publisher	type	reviewed.work	abstract
data/SRB/103	doi	Donâ€™t Mention the War		SRB	12		2013-12-13	pagerange	publisher	type	reviewed_work	http://sydneyreviewofbooks.com/dont-mention-the-war/
data/SRB/104	doi	â€˜He must be killedâ€™	Michael Wood (editor) and Martin McLaughlin (translator)	SRB	12		2013-12-17	pagerange	publisher	type	reviewed_work	http://sydneyreviewofbooks.com/he-must-be-killed/
data/SRB/105	doi	The Australian Face		SRB	12		2013-12-17	pagerange	publisher	type	reviewed_work	http://sydneyreviewofbooks.com/the-australian-face-2/
data/SRB/106	doi	Notes on â€˜Kampâ€™	Karl Ove Knausgaard and Karl Ove Knausgaard	SRB	12		2013-12-20	pagerange	publisher	type	reviewed_work	http://sydneyreviewofbooks.com/karl-ove-knausgaard-my-struggle-review/
data/SRB/107	doi	In a poetry world	Pam Brown	SRB	13		2014-01-28	pagerange	publisher	type	reviewed_work	http://sydneyreviewofbooks.com/in-a-poetry-world/
data/SRB/108	doi	From Boho to Pomo to Picaro	Tony Moore and Louis Nowra	SRB	13		2014-01-31	pagerange	publisher	type	reviewed_work	http://sydneyreviewofbooks.com/louis-nowra-kings-cross-review/
data/SRB/109	doi	A dangerous cynicism	David Runciman and Philip Coggan	SRB	14		2014-02-03	pagerange	publisher	type	reviewed_work	http://sydneyreviewofbooks.com/a-dangerous-cynicism/
data/SRB/110	doi	Bully-proof: John Kinsella	John Kinsella, John Kinsella and John Kinsella	SRB	14		2014-02-07	pagerange	publisher	type	reviewed_work	http://sydneyreviewofbooks.com/bully-proof/
data/SRB/111	doi	Orchestrated tusheries	Blanche dâ€™Alpuget	SRB	14		2014-02-11	pagerange	publisher	type	reviewed_work	http://sydneyreviewofbooks.com/orchestrated-tusheries/
data/SRB/112	doi	Philosophy? Absurd!	Albert Camus (translated by Arthur Goldhammer), Sean B. Carroll and Robert Zaretsky	SRB	14		2014-02-14	pagerange	publisher	type	reviewed_work	http://sydneyreviewofbooks.com/philosophy-absurd/
data/SRB/113	doi	Small breaths	James Salter and James Salter	SRB	14		2014-02-17	pagerange	publisher	type	reviewed_work	http://sydneyreviewofbooks.com/small-breaths/
data/SRB/114	doi	A perfect pyre	Robert Kenny	SRB	14		2014-02-21	pagerange	publisher	type	reviewed_work	http://sydneyreviewofbooks.com/a-perfect-pyre/
data/SRB/115	doi	A threat then, a threat now	Geoffrey Robertson	SRB	14		2014-02-25	pagerange	publisher	type	reviewed_work	http://sydneyreviewofbooks.com/a-threat-then-a-threat-now/
data/SRB/116	doi	High drama, low farce	Paul Barry and David Folkenflik	SRB	14		2014-02-28	pagerange	publisher	type	reviewed_work	http://sydneyreviewofbooks.com/high-drama-low-farce/
data/SRB/117	doi	Between bad and worse	Rosie Scott and Tom Keneally (editors)	SRB	15		2014-03-04	pagerange	publisher	type	reviewed_work	http://sydneyreviewofbooks.com/between-bad-and-worse/
data/SRB/118	doi	Libraries under threat		SRB	15		2014-03-07	pagerange	publisher	type	reviewed_work	http://sydneyreviewofbooks.com/libraries-under-threat/
data/SRB/119	doi	Wave after wave	Christopher Barnett	SRB	15		2014-03-11	pagerange	publisher	type	reviewed_work	http://sydneyreviewofbooks.com/wave-after-wave/
data/SRB/120	doi	Libraries under threat		SRB	15		2014-03-13	pagerange	publisher	type	reviewed_work	http://sydneyreviewofbooks.com/libraries-under-threat-correspondenc/
data/SRB/121	doi	Real men roll their own	Alex Miller	SRB	15		2014-03-14	pagerange	publisher	type	reviewed_work	http://sydneyreviewofbooks.com/real-men-roll-their-own/
data/SRB/122	doi	The last shot in the war	Richard King	SRB	15		2014-03-18	pagerange	publisher	type	reviewed_work	http://sydneyreviewofbooks.com/the-last-shot-in-the-war/
data/SRB/123	doi	Nimble innovators		SRB	15		2014-03-21	pagerange	publisher	type	reviewed_work	http://sydneyreviewofbooks.com/nimble-innovators/
data/SRB/124	doi	â€˜All he is at this point is brains and sexâ€™	Howard Eiland and Michael W. Jennings	SRB	15		2014-03-25	pagerange	publisher	type	reviewed_work	http://sydneyreviewofbooks.com/brains-and-sex/
data/SRB/125	doi	Heroes, Certainly		SRB	15		2014-03-26	pagerange	publisher	type	reviewed_work	http://sydneyreviewofbooks.com/heroes-certainly-correspondence/
data/SRB/126	doi	â€˜All he is at this point is brains and sexâ€™		SRB	15		2014-03-26	pagerange	publisher	type	reviewed_work	http://sydneyreviewofbooks.com/brains-and-sex-correspondence/
data/SRB/127	doi	Beat Poet Kool-Aid	Luke Carman	SRB	15		2014-03-27	pagerange	publisher	type	reviewed_work	http://sydneyreviewofbooks.com/beat-poet-kool-aid/
data/SRB/128	doi	In the ruins of the future	Thomas Pynchon	SRB	16		2014-04-01	pagerange	publisher	type	reviewed_work	http://sydneyreviewofbooks.com/in-the-ruins-of-the-future/
data/SRB/129	doi	Truth, Justice and the American Way	Sergio De La Pava and Sergio De La Pava	SRB	16		2014-04-04	pagerange	publisher	type	reviewed_work	http://sydneyreviewofbooks.com/truth-justice-and-the-american-way/
data/SRB/130	doi	Here be tygers	Fiona McFarlane	SRB	16		2014-04-08	pagerange	publisher	type	reviewed_work	http://sydneyreviewofbooks.com/the-night-guest-review/
data/SRB/131	doi	The last shot in the war		SRB	16		2014-04-08	pagerange	publisher	type	reviewed_work	http://sydneyreviewofbooks.com/the-last-shot-correspondence/
data/SRB/132	doi	In the ruins of the future		SRB	16		2014-04-08	pagerange	publisher	type	reviewed_work	http://sydneyreviewofbooks.com/in-the-ruins-correspondence/
data/SRB/133	doi	Dissolution and Reclamation	John Mateer	SRB	16		2014-04-11	pagerange	publisher	type	reviewed_work	http://sydneyreviewofbooks.com/john-mateer-unbelievers-review/
data/SRB/134	doi	A perfect pyre		SRB	16		2014-04-11	pagerange	publisher	type	reviewed_work	http://sydneyreviewofbooks.com/perfect-pyre-correspondence/
data/SRB/135	doi	Gaslighting	Mandy Sayer	SRB	16		2014-04-15	pagerange	publisher	type	reviewed_work	http://sydneyreviewofbooks.com/mandy-sayer-the-poets-wife-review/
data/SRB/136	doi	The Inside Outsiders	Simon Critchley and Jamieson Webster	SRB	16		2014-04-17	pagerange	publisher	type	reviewed_work	http://sydneyreviewofbooks.com/the-hamlet-doctrine-review/
data/SRB/137	doi	Bottom up	Clare Wright	SRB	16		2014-04-29	pagerange	publisher	type	reviewed_work	http://sydneyreviewofbooks.com/forgotten-rebels-eureka-clare-wright/
data/SRB/138	doi	Crowds vs Clouds	Volker Eisenlauer, Jaron Lanier and Trebor Scholz (editor)	SRB	17		2014-05-02	pagerange	publisher	type	reviewed_work	http://sydneyreviewofbooks.com/digital-labor-who-owns-future-true-colours-facebook/
data/SRB/139	doi	Uncut blancmange		SRB	17		2014-05-06	pagerange	publisher	type	reviewed_work	http://sydneyreviewofbooks.com/uncut-blancmange/
data/SRB/140	doi	Is this a novel?	Renata Adler and Renata Adler	SRB	17		2014-05-09	pagerange	publisher	type	reviewed_work	http://sydneyreviewofbooks.com/renata-adler-speedboat-pitch-dark/
data/SRB/141	doi	Reverse the skin	Kathryn Lomer	SRB	17		2014-05-13	pagerange	publisher	type	reviewed_work	http://sydneyreviewofbooks.com/night-writing-kathryn-lomer/
data/SRB/142	doi	â€˜I have had my visionâ€™		SRB	17		2014-05-16	pagerange	publisher	type	reviewed_work	http://sydneyreviewofbooks.com/editing-writing-charlotte-wood/
data/SRB/143	doi	The Week In Review: 2014-05-16		SRB	17		2014-05-16	pagerange	publisher	type	reviewed_work	http://sydneyreviewofbooks.com/launching-srb-week-in-review/
data/SRB/144	doi	Future Real	Louis Armand	SRB	17		2014-05-20	pagerange	publisher	type	reviewed_work	http://sydneyreviewofbooks.com/louis-armand-cairo/
data/SRB/145	doi	An Open Letter to the Australian Government on the Future of Arts Funding		SRB	17		2014-05-20	pagerange	publisher	type	reviewed_work	http://sydneyreviewofbooks.com/open-letter-arts-funding/
data/SRB/146	doi	Universities and the Block		SRB	17		2014-05-23	pagerange	publisher	type	reviewed_work	http://sydneyreviewofbooks.com/universities-and-the-block/
data/SRB/147	doi	The Week In Review: 2014-05-23		SRB	17		2014-05-23	pagerange	publisher	type	reviewed_work	http://sydneyreviewofbooks.com/the-week-in-review-23-may-2014/
data/SRB/148	doi	A sentence is a half-formed thing	Eimear McBride	SRB	17		2014-05-27	pagerange	publisher	type	reviewed_work	http://sydneyreviewofbooks.com/girl-half-formed-thing-eimear-mcbride/
data/SRB/149	doi	Free, compulsory and secular	Marion Maddox	SRB	17		2014-05-30	pagerange	publisher	type	reviewed_work	http://sydneyreviewofbooks.com/taking-god-to-school-marion-maddox/
data/SRB/150	doi	A sentence is a half-formed thing		SRB	17		2014-05-30	pagerange	publisher	type	reviewed_work	http://sydneyreviewofbooks.com/a-sentence-is-a-half-formed-thing-correspondence/
data/SRB/151	doi	The Week In Review: 2014-05-30		SRB	17		2014-05-30	pagerange	publisher	type	reviewed_work	http://sydneyreviewofbooks.com/the-week-in-review-30-may-2014/
data/SRB/152	doi	The complicity of silence	Yiyun Li	SRB	18		2014-06-03	pagerange	publisher	type	reviewed_work	http://sydneyreviewofbooks.com/yiyun-li-kinder-than-solitude/
data/SRB/153	doi	Artists against fascism	John A. Scott	SRB	18		2014-06-06	pagerange	publisher	type	reviewed_work	http://sydneyreviewofbooks.com/n-john-a-scott-review/
data/SRB/154	doi	The Week In Review: 2014-06-06		SRB	18		2014-06-06	pagerange	publisher	type	reviewed_work	http://sydneyreviewofbooks.com/week-review-6-june-2014/
data/SRB/155	doi	Inward illumination: On Antigone Kefala		SRB	18		2014-06-10	pagerange	publisher	type	reviewed_work	http://sydneyreviewofbooks.com/antigone-kefala/
