id	doi	title	author	journaltitle	volume	issue	pubdate	pagerange	publisher	type	reviewed.work	abstract
data/Antipodes/41955864-NGRAMS1	doi	Class of 1927: The Twins	GWEN HARWOOD	Antipodes	1	2	1987-11-01	p. 88-88	publisher	type	reviewed_work	http://www.jstor.org/stable/41955864
data/Antipodes/41955865-NGRAMS1	doi	The Broad Arrow: Conventions_ Convictions_ and Convicts	JOHN SCHECKTER	Antipodes	1	2	1987-11-01	p. 89-91	publisher	type	reviewed_work	http://www.jstor.org/stable/41955865
data/Antipodes/41955866-NGRAMS1	doi	Hibakusha's Daughter	FAY ZWICKY	Antipodes	1	2	1987-11-01	p. 92-94	publisher	type	reviewed_work	http://www.jstor.org/stable/41955866
data/Antipodes/41955867-NGRAMS1	doi	Re-Routed in the States	JUDITH RODRIGUEZ	Antipodes	1	2	1987-11-01	p. 94-94	publisher	type	reviewed_work	http://www.jstor.org/stable/41955867
data/Antipodes/41955868-NGRAMS1	doi	In Summer	DOROTHY HEWETT	Antipodes	1	2	1987-11-01	p. 95-95	publisher	type	reviewed_work	http://www.jstor.org/stable/41955868
data/Antipodes/41955869-NGRAMS1	doi	The Real Africa	ROBERT DREWE	Antipodes	1	2	1987-11-01	p. 96-97	publisher	type	reviewed_work	http://www.jstor.org/stable/41955869
data/Antipodes/41955870-NGRAMS1	doi	from In the Winter Dark	TIM WINTON	Antipodes	1	2	1987-11-01	p. 98-100	publisher	type	reviewed_work	http://www.jstor.org/stable/41955870
data/Antipodes/41955871-NGRAMS1	doi	Imaginary Sailors_ Polynesia	JENNIFER WOODHOUSE	Antipodes	1	2	1987-11-01	p. 100-100	publisher	type	reviewed_work	http://www.jstor.org/stable/41955871
data/Antipodes/41955872-NGRAMS1	doi	A Conversation with Rodney Hall	JEAN RICHEY	Antipodes	1	2	1987-11-01	p. 101-103	publisher	type	reviewed_work	http://www.jstor.org/stable/41955872
data/Antipodes/41955873-NGRAMS1	doi	The Drip	PHILIP HODGINS	Antipodes	1	2	1987-11-01	p. 103-103	publisher	type	reviewed_work	http://www.jstor.org/stable/41955873
data/Antipodes/41955875-NGRAMS1	doi	De-boning the Garden	JOHN A. SCOTT	Antipodes	1	2	1987-11-01	p. 105-105	publisher	type	reviewed_work	http://www.jstor.org/stable/41955875
